Customer ID,Recency,Frequency,Monetary,AvgOrderValue,TransaksiPerHari,TransactionRate,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Customer_Category,Cluster_KMeans,Cluster_DBSCAN,Cluster_Agglomerative
12845.0,267,4,354.09,88.5225,0.0149812734082397,0.003745318352059925,1,4,2,7,142,At Risk,5,1,2
12847.0,22,1,745.8199999999999,745.8199999999999,0.045454545454545456,0.045454545454545456,4,1,3,8,413,Potential Loyalists,0,1,0
12849.0,31,2,997.6899999999999,498.84499999999997,0.06451612903225806,0.03225806451612903,4,2,4,10,424,Potential Loyalists,2,1,0
12851.0,97,1,106.09,106.09,0.010309278350515464,0.010309278350515464,2,1,1,4,211,Lost,2,1,0
12852.0,295,1,311.55,311.55,0.003389830508474576,0.003389830508474576,1,1,2,4,112,Lost,5,1,2
12853.0,135,6,1957.1000000000001,326.18333333333334,0.044444444444444446,0.007407407407407408,2,4,5,11,245,At Risk,2,1,0
12854.0,79,3,1305.85,435.2833333333333,0.0379746835443038,0.012658227848101266,2,3,4,9,234,At Risk,2,1,0
12856.0,8,6,2109.45,351.575,0.75,0.125,5,4,5,14,545,Champions,2,1,0
12857.0,211,2,1106.4,553.2,0.009478672985781991,0.004739336492890996,1,2,4,7,124,Lost,5,1,2
12863.0,52,1,521.2,521.2,0.019230769230769232,0.019230769230769232,3,1,3,7,313,Big Spenders,2,1,0
12867.0,26,7,3936.71,562.3871428571429,0.2692307692307692,0.038461538461538464,4,5,5,14,455,Champions,0,1,0
12868.0,186,6,1607.0600000000002,267.84333333333336,0.03225806451612903,0.005376344086021506,1,4,4,9,144,At Risk,5,1,2
12871.0,84,2,380.64,190.32,0.023809523809523808,0.011904761904761904,2,2,2,6,222,Lost,2,1,0
12872.0,327,2,599.97,299.985,0.0061162079510703364,0.0030581039755351682,1,2,3,6,123,Lost,5,1,2
12877.0,4,12,1512.26,126.02166666666666,3.0,0.25,5,5,4,14,554,Champions,1,1,0
12878.0,236,2,854.99,427.495,0.00847457627118644,0.00423728813559322,1,2,3,6,123,Lost,5,1,2
12879.0,45,3,564.1,188.03333333333333,0.06666666666666667,0.022222222222222223,3,3,3,9,333,Loyal Customers,2,1,0
12881.0,276,1,103.0,103.0,0.0036231884057971015,0.0036231884057971015,1,1,1,3,111,Lost,5,1,2
12882.0,9,2,1463.04,731.52,0.2222222222222222,0.1111111111111111,5,2,4,11,524,Potential Loyalists,0,1,0
12883.0,25,4,686.52,171.63,0.16,0.04,4,4,3,11,443,Loyal Customers,2,1,0
12884.0,88,1,139.05,139.05,0.011363636363636364,0.011363636363636364,2,1,1,4,211,Lost,2,1,0
12885.0,63,3,1124.37,374.78999999999996,0.047619047619047616,0.015873015873015872,3,3,4,10,334,Loyal Customers,2,1,0
12886.0,68,2,1378.4,689.2,0.029411764705882353,0.014705882352941176,2,2,4,8,224,Lost,0,1,0
12888.0,214,2,354.12,177.06,0.009345794392523364,0.004672897196261682,1,2,2,5,122,Lost,5,1,2
12890.0,24,1,368.23,368.23,0.041666666666666664,0.041666666666666664,4,1,2,7,412,Potential Loyalists,2,1,0
12893.0,31,1,149.2,149.2,0.03225806451612903,0.03225806451612903,4,1,1,6,411,Potential Loyalists,2,1,0
12895.0,42,2,372.8,186.4,0.047619047619047616,0.023809523809523808,3,2,2,7,322,Others,2,1,0
12901.0,10,18,3610.68,200.59333333333333,1.8,0.1,5,5,5,15,555,Champions,1,1,0
12902.0,265,1,104.78,104.78,0.0037735849056603774,0.0037735849056603774,1,1,1,3,111,Lost,5,1,2
12904.0,18,2,479.81,239.905,0.1111111111111111,0.05555555555555555,4,2,3,9,423,Potential Loyalists,2,1,0
12906.0,12,5,2919.81,583.962,0.4166666666666667,0.08333333333333333,5,4,5,14,545,Champions,0,1,0
12909.0,40,5,1667.75,333.55,0.125,0.025,3,4,4,11,344,Loyal Customers,2,1,0
12910.0,23,8,3075.04,384.38,0.34782608695652173,0.043478260869565216,4,5,5,14,455,Champions,2,1,0
12912.0,3,5,1662.3,332.46,1.6666666666666667,0.3333333333333333,5,4,4,13,544,Champions,2,1,0
12913.0,5,5,2453.63,490.726,1.0,0.2,5,4,5,14,545,Champions,2,1,0
12915.0,149,2,363.65,181.825,0.013422818791946308,0.006711409395973154,2,2,2,6,222,Lost,5,1,0
12916.0,139,4,2861.95,715.4875,0.02877697841726619,0.007194244604316547,2,4,5,11,245,At Risk,0,1,0
12919.0,8,6,1335.19,222.53166666666667,0.75,0.125,5,4,4,13,544,Champions,2,1,0
12920.0,17,1,128.88,128.88,0.058823529411764705,0.058823529411764705,4,1,1,6,411,Potential Loyalists,2,1,0
12921.0,9,37,16587.09,448.29972972972973,4.111111111111111,0.1111111111111111,5,5,5,15,555,Champions,1,-1,1
12922.0,161,1,405.38,405.38,0.006211180124223602,0.006211180124223602,2,1,2,5,212,Lost,5,1,2
12923.0,64,1,171.14,171.14,0.015625,0.015625,3,1,1,5,311,Others,2,1,0
12924.0,88,4,788.14,197.035,0.045454545454545456,0.011363636363636364,2,4,3,9,243,At Risk,2,1,0
12925.0,5,2,679.05,339.525,0.4,0.2,5,2,3,10,523,Potential Loyalists,2,1,0
12928.0,35,5,2028.14,405.62800000000004,0.14285714285714285,0.02857142857142857,3,4,5,12,345,Loyal Customers,2,1,0
12929.0,312,1,117.85,117.85,0.003205128205128205,0.003205128205128205,1,1,1,3,111,Lost,5,1,2
12930.0,78,2,415.8,207.9,0.02564102564102564,0.01282051282051282,2,2,2,6,222,Lost,2,1,0
12931.0,30,11,3158.06,287.0963636363636,0.36666666666666664,0.03333333333333333,4,5,5,14,455,Champions,2,1,0
12933.0,24,3,595.65,198.54999999999998,0.125,0.041666666666666664,4,3,3,10,433,Loyal Customers,2,1,0
12935.0,2,7,2160.7,308.6714285714285,3.5,0.5,5,5,5,15,555,Champions,1,0,0
12936.0,17,4,1063.9,265.975,0.23529411764705882,0.058823529411764705,4,4,4,12,444,Champions,2,1,0
12937.0,15,4,1504.27,376.0675,0.26666666666666666,0.06666666666666667,4,4,4,12,444,Champions,2,1,0
12938.0,26,1,114.14,114.14,0.038461538461538464,0.038461538461538464,4,1,1,6,411,Potential Loyalists,2,1,0
12939.0,64,8,7874.16,984.27,0.125,0.015625,3,5,5,13,355,Loyal Customers,0,1,5
12940.0,55,2,855.62,427.81,0.03636363636363636,0.01818181818181818,3,2,3,8,323,Big Spenders,2,1,0
12942.0,131,3,658.65,219.54999999999998,0.022900763358778626,0.007633587786259542,2,3,3,8,233,At Risk,2,1,0
12944.0,36,2,604.51,302.255,0.05555555555555555,0.027777777777777776,3,2,3,8,323,Big Spenders,2,1,0
12945.0,288,1,462.95,462.95,0.003472222222222222,0.003472222222222222,1,1,2,4,112,Lost,5,1,2
12947.0,144,6,1422.45,237.07500000000002,0.041666666666666664,0.006944444444444444,2,4,4,10,244,At Risk,2,1,2
12948.0,16,7,2064.95,294.99285714285713,0.4375,0.0625,4,5,5,14,455,Champions,2,1,0
12949.0,31,8,4167.22,520.9025,0.25806451612903225,0.03225806451612903,4,5,5,14,455,Champions,2,1,0
12950.0,2,3,1699.0,566.3333333333334,1.5,0.5,5,3,4,12,534,Loyal Customers,1,0,0
12951.0,9,6,1047.1200000000001,174.52,0.6666666666666666,0.1111111111111111,5,4,4,13,544,Champions,2,1,0
12952.0,6,4,1319.99,329.9975,0.6666666666666666,0.16666666666666666,5,4,4,13,544,Champions,2,1,0
12953.0,10,1,304.85,304.85,0.1,0.1,5,1,2,8,512,Potential Loyalists,2,1,0
12955.0,1,11,4742.76,431.16,11.0,1.0,5,5,5,15,555,Champions,4,2,3
12956.0,306,1,91.12,91.12,0.0032679738562091504,0.0032679738562091504,1,1,1,3,111,Lost,5,1,2
12957.0,10,8,3982.59,497.82375,0.8,0.1,5,5,5,15,555,Champions,2,1,0
12962.0,7,2,266.39,133.195,0.2857142857142857,0.14285714285714285,5,2,2,9,522,Potential Loyalists,2,1,0
12963.0,8,8,1856.63,232.07875,1.0,0.125,5,5,4,14,554,Champions,2,1,0
12965.0,89,1,769.8100000000001,769.8100000000001,0.011235955056179775,0.011235955056179775,2,1,3,6,213,Lost,0,1,0
12966.0,10,1,160.18,160.18,0.1,0.1,5,1,1,7,511,Potential Loyalists,2,1,0
12967.0,358,2,1301.5,650.75,0.00558659217877095,0.002793296089385475,1,2,4,7,124,Lost,5,1,2
12968.0,112,1,135.95,135.95,0.008928571428571428,0.008928571428571428,2,1,1,4,211,Lost,2,1,0
12970.0,7,4,376.73,94.1825,0.5714285714285714,0.14285714285714285,5,4,2,11,542,Loyal Customers,2,1,0
12971.0,4,86,10586.960000000001,123.10418604651164,21.5,0.25,5,5,5,15,555,Champions,1,-1,1
12974.0,198,1,124.85000000000001,124.85000000000001,0.005050505050505051,0.005050505050505051,1,1,1,3,111,Lost,5,1,2
12976.0,212,1,738.6,738.6,0.0047169811320754715,0.0047169811320754715,1,1,3,5,113,Lost,0,1,2
12977.0,156,1,19.24,19.24,0.00641025641025641,0.00641025641025641,2,1,1,4,211,Lost,5,1,2
12980.0,177,7,2412.0,344.57142857142856,0.03954802259887006,0.005649717514124294,1,5,5,11,155,At Risk,5,1,2
12981.0,30,2,372.21999999999997,186.10999999999999,0.06666666666666667,0.03333333333333333,4,2,2,8,422,Potential Loyalists,2,1,0
12982.0,243,1,390.54,390.54,0.00411522633744856,0.00411522633744856,1,1,2,4,112,Lost,5,1,2
12985.0,1,2,1136.18,568.09,2.0,1.0,5,2,4,11,524,Potential Loyalists,4,2,3
12987.0,74,2,508.75,254.375,0.02702702702702703,0.013513513513513514,2,2,3,7,223,Lost,2,1,0
12988.0,292,1,476.42,476.42,0.003424657534246575,0.003424657534246575,1,1,3,5,113,Lost,5,1,2
12989.0,3,14,5034.11,359.5792857142857,4.666666666666667,0.3333333333333333,5,5,5,15,555,Champions,1,1,0
12990.0,31,3,409.5,136.5,0.0967741935483871,0.03225806451612903,4,3,2,9,432,Loyal Customers,2,1,0
12991.0,23,2,503.76,251.88,0.08695652173913043,0.043478260869565216,4,2,3,9,423,Potential Loyalists,2,1,0
12993.0,23,4,414.76,103.69,0.17391304347826086,0.043478260869565216,4,4,2,10,442,Loyal Customers,2,1,0
12994.0,4,3,974.4200000000001,324.8066666666667,0.75,0.25,5,3,4,12,534,Loyal Customers,2,1,0
12997.0,22,4,1141.77,285.4425,0.18181818181818182,0.045454545454545456,4,4,4,12,444,Champions,2,1,0
12999.0,196,3,455.88,151.96,0.015306122448979591,0.00510204081632653,1,3,2,6,132,At Risk,5,1,2
13000.0,107,3,529.09,176.36333333333334,0.028037383177570093,0.009345794392523364,2,3,3,8,233,At Risk,2,1,0
13001.0,4,13,8775.06,675.0046153846154,3.25,0.25,5,5,5,15,555,Champions,1,-1,0
13002.0,318,1,120.94999999999999,120.94999999999999,0.0031446540880503146,0.0031446540880503146,1,1,1,3,111,Lost,5,1,2
13003.0,106,3,149.05,49.68333333333334,0.02830188679245283,0.009433962264150943,2,3,1,6,231,At Risk,2,1,0
13004.0,12,18,5612.95,311.8305555555555,1.5,0.08333333333333333,5,5,5,15,555,Champions,1,1,0
13005.0,174,2,513.7,256.85,0.011494252873563218,0.005747126436781609,1,2,3,6,123,Lost,5,1,2
13008.0,323,1,229.46999999999997,229.46999999999997,0.0030959752321981426,0.0030959752321981426,1,1,1,3,111,Lost,5,1,2
13012.0,9,8,1646.8400000000001,205.85500000000002,0.8888888888888888,0.1111111111111111,5,5,4,14,554,Champions,2,1,0
13013.0,1,13,4810.9400000000005,370.07230769230773,13.0,1.0,5,5,5,15,555,Champions,4,2,3
13014.0,11,10,3466.2799999999997,346.628,0.9090909090909091,0.09090909090909091,5,5,5,15,555,Champions,2,1,0
13015.0,53,5,3027.69,605.538,0.09433962264150944,0.018867924528301886,3,4,5,12,345,Loyal Customers,0,1,0
13016.0,73,3,722.09,240.6966666666667,0.0410958904109589,0.0136986301369863,2,3,3,8,233,At Risk,2,1,0
13018.0,16,28,7230.72,258.24,1.75,0.0625,4,5,5,14,455,Champions,1,1,0
13021.0,4,9,2556.48,284.05333333333334,2.25,0.25,5,5,5,15,555,Champions,1,1,0
13023.0,64,2,599.9,299.95,0.03125,0.015625,3,2,3,8,323,Big Spenders,2,1,0
13026.0,1,4,751.2,187.8,4.0,1.0,5,4,3,12,543,Loyal Customers,4,2,3
13028.0,23,2,661.3199999999999,330.65999999999997,0.08695652173913043,0.043478260869565216,4,2,3,9,423,Potential Loyalists,2,1,0
13029.0,31,3,499.0,166.33333333333334,0.0967741935483871,0.03225806451612903,4,3,3,10,433,Loyal Customers,2,1,0
13030.0,11,2,577.41,288.705,0.18181818181818182,0.09090909090909091,5,2,3,10,523,Potential Loyalists,2,1,0
13032.0,52,2,1010.18,505.09,0.038461538461538464,0.019230769230769232,3,2,4,9,324,Big Spenders,2,1,0
13033.0,357,1,190.55,190.55,0.0028011204481792717,0.0028011204481792717,1,1,1,3,111,Lost,5,1,2
13034.0,55,2,642.77,321.385,0.03636363636363636,0.01818181818181818,3,2,3,8,323,Big Spenders,2,1,0
13035.0,74,2,921.88,460.94,0.02702702702702703,0.013513513513513514,2,2,4,8,224,Lost,2,1,0
13037.0,138,3,881.07,293.69,0.021739130434782608,0.007246376811594203,2,3,3,8,233,At Risk,2,1,2
13038.0,80,3,908.46,302.82,0.0375,0.0125,2,3,4,9,234,At Risk,2,1,0
13040.0,9,2,676.99,338.495,0.2222222222222222,0.1111111111111111,5,2,3,10,523,Potential Loyalists,2,1,0
13043.0,273,1,516.42,516.42,0.003663003663003663,0.003663003663003663,1,1,3,5,113,Lost,5,1,2
13044.0,291,1,560.47,560.47,0.003436426116838488,0.003436426116838488,1,1,3,5,113,Lost,5,1,2
13045.0,99,1,305.28000000000003,305.28000000000003,0.010101010101010102,0.010101010101010102,2,1,2,5,212,Lost,2,1,0
13046.0,31,2,544.3100000000001,272.15500000000003,0.06451612903225806,0.03225806451612903,4,2,3,9,423,Potential Loyalists,2,1,0
13047.0,32,10,3237.54,323.754,0.3125,0.03125,3,5,5,13,355,Loyal Customers,2,1,0
13048.0,14,4,1808.93,452.2325,0.2857142857142857,0.07142857142857142,4,4,4,12,444,Champions,2,1,0
13049.0,64,2,656.6800000000001,328.34000000000003,0.03125,0.015625,3,2,3,8,323,Big Spenders,2,1,0
13050.0,15,17,5766.58,339.2105882352941,1.1333333333333333,0.06666666666666667,4,5,5,14,455,Champions,1,1,0
13052.0,212,1,348.15000000000003,348.15000000000003,0.0047169811320754715,0.0047169811320754715,1,1,2,4,112,Lost,5,1,2
13055.0,78,3,1209.85,403.2833333333333,0.038461538461538464,0.01282051282051282,2,3,4,9,234,At Risk,2,1,0
13058.0,25,3,271.40000000000003,90.46666666666668,0.12,0.04,4,3,2,9,432,Loyal Customers,2,1,0
13059.0,250,1,183.4,183.4,0.004,0.004,1,1,1,3,111,Lost,5,1,2
13060.0,254,1,307.53,307.53,0.003937007874015748,0.003937007874015748,1,1,2,4,112,Lost,5,1,2
13061.0,72,1,248.61,248.61,0.013888888888888888,0.013888888888888888,2,1,1,4,211,Lost,2,1,0
13062.0,191,1,271.5,271.5,0.005235602094240838,0.005235602094240838,1,1,2,4,112,Lost,5,1,2
13064.0,13,4,1080.69,270.1725,0.3076923076923077,0.07692307692307693,4,4,4,12,444,Champions,2,1,0
13065.0,373,1,205.86,205.86,0.002680965147453083,0.002680965147453083,1,1,1,3,111,Lost,5,1,2
13066.0,24,2,429.0,214.5,0.08333333333333333,0.041666666666666664,4,2,2,8,422,Potential Loyalists,2,1,0
13067.0,82,1,99.56,99.56,0.012195121951219513,0.012195121951219513,2,1,1,4,211,Lost,2,1,0
13069.0,1,24,3999.13,166.63041666666666,24.0,1.0,5,5,5,15,555,Champions,4,-1,3
13070.0,192,1,228.8,228.8,0.005208333333333333,0.005208333333333333,1,1,1,3,111,Lost,5,1,2
13072.0,267,1,177.15,177.15,0.003745318352059925,0.003745318352059925,1,1,1,3,111,Lost,5,1,2
13075.0,130,1,919.61,919.61,0.007692307692307693,0.007692307692307693,2,1,4,7,214,Lost,0,1,0
13077.0,1,4,667.73,166.9325,4.0,1.0,5,4,3,12,543,Loyal Customers,4,2,3
13078.0,3,26,11509.1,442.65769230769234,8.666666666666666,0.3333333333333333,5,5,5,15,555,Champions,1,-1,3
13079.0,4,5,220.10000000000002,44.02,1.25,0.25,5,4,1,10,541,Loyal Customers,2,1,0
13080.0,179,1,54.72,54.72,0.00558659217877095,0.00558659217877095,1,1,1,3,111,Lost,5,1,2
13081.0,12,11,28192.04,2562.9127272727274,0.9166666666666666,0.08333333333333333,5,5,5,15,555,Champions,3,-1,1
13082.0,126,9,2057.56,228.61777777777777,0.07142857142857142,0.007936507936507936,2,5,5,12,255,At Risk,2,1,2
13083.0,4,2,286.8,143.4,0.5,0.25,5,2,2,9,522,Potential Loyalists,2,1,0
13085.0,158,2,416.08000000000004,208.04000000000002,0.012658227848101266,0.006329113924050633,2,2,2,6,222,Lost,5,1,2
13089.0,3,94,56470.71,600.7522340425531,31.333333333333332,0.3333333333333333,5,5,5,15,555,Champions,3,-1,1
13090.0,9,13,8744.27,672.6361538461539,1.4444444444444444,0.1111111111111111,5,5,5,15,555,Champions,1,1,5
13091.0,28,1,327.76,327.76,0.03571428571428571,0.03571428571428571,4,1,2,7,412,Potential Loyalists,2,1,0
13092.0,71,5,469.51,93.902,0.07042253521126761,0.014084507042253521,2,4,2,8,242,At Risk,2,1,0
13093.0,276,8,7807.2699999999995,975.9087499999999,0.028985507246376812,0.0036231884057971015,1,5,5,11,155,At Risk,0,-1,2
13094.0,21,12,1927.3200000000002,160.61,0.5714285714285714,0.047619047619047616,4,5,5,14,455,Champions,2,1,0
13095.0,71,1,74.39999999999999,74.39999999999999,0.014084507042253521,0.014084507042253521,2,1,1,4,211,Lost,2,1,0
13097.0,33,10,5658.02,565.802,0.30303030303030304,0.030303030303030304,3,5,5,13,355,Loyal Customers,1,1,0
13098.0,1,28,27395.54,978.4121428571428,28.0,1.0,5,5,5,15,555,Champions,3,-1,3
13101.0,234,1,101.19,101.19,0.004273504273504274,0.004273504273504274,1,1,1,3,111,Lost,5,1,2
13102.0,1,24,6421.21,267.55041666666665,24.0,1.0,5,5,5,15,555,Champions,4,-1,3
13103.0,40,1,243.94,243.94,0.025,0.025,3,1,1,5,311,Others,2,1,0
13104.0,3,6,1098.48,183.08,2.0,0.3333333333333333,5,4,4,13,544,Champions,2,1,0
13107.0,44,4,1531.6200000000001,382.90500000000003,0.09090909090909091,0.022727272727272728,3,4,4,11,344,Loyal Customers,2,1,0
13108.0,373,1,350.06,350.06,0.002680965147453083,0.002680965147453083,1,1,2,4,112,Lost,5,1,2
13109.0,60,2,779.7,389.85,0.03333333333333333,0.016666666666666666,3,2,3,8,323,Big Spenders,2,1,0
13110.0,31,7,1453.3200000000002,207.61714285714288,0.22580645161290322,0.03225806451612903,4,5,4,13,454,Champions,2,1,0
13113.0,1,24,10545.960000000001,439.415,24.0,1.0,5,5,5,15,555,Champions,4,-1,3
13115.0,12,4,2210.32,552.58,0.3333333333333333,0.08333333333333333,5,4,5,14,545,Champions,2,1,0
13116.0,138,1,469.24,469.24,0.007246376811594203,0.007246376811594203,2,1,2,5,212,Lost,2,1,0
13117.0,22,8,918.84,114.855,0.36363636363636365,0.045454545454545456,4,5,4,13,454,Champions,2,1,0
13118.0,20,5,1172.81,234.56199999999998,0.25,0.05,4,4,4,12,444,Champions,2,1,0
13121.0,269,1,283.73,283.73,0.0037174721189591076,0.0037174721189591076,1,1,2,4,112,Lost,5,1,2
13122.0,94,2,922.39,461.195,0.02127659574468085,0.010638297872340425,2,2,4,8,224,Lost,2,1,0
13124.0,90,3,3636.6,1212.2,0.03333333333333333,0.011111111111111112,2,3,5,10,235,At Risk,0,1,5
13126.0,5,8,2015.22,251.9025,1.6,0.2,5,5,5,15,555,Champions,2,1,0
13127.0,78,1,259.17,259.17,0.01282051282051282,0.01282051282051282,2,1,2,5,212,Lost,2,1,0
13131.0,23,3,1073.3,357.76666666666665,0.13043478260869565,0.043478260869565216,4,3,4,11,434,Loyal Customers,2,1,0
13133.0,274,2,109.8,54.9,0.0072992700729927005,0.0036496350364963502,1,2,1,4,121,Lost,5,1,2
13134.0,86,4,1793.58,448.395,0.046511627906976744,0.011627906976744186,2,4,4,10,244,At Risk,2,1,0
13136.0,56,5,2607.61,521.522,0.08928571428571429,0.017857142857142856,3,4,5,12,345,Loyal Customers,2,1,0
13137.0,11,8,3391.88,423.985,0.7272727272727273,0.09090909090909091,5,5,5,15,555,Champions,2,1,0
13138.0,22,6,962.39,160.39833333333334,0.2727272727272727,0.045454545454545456,4,4,4,12,444,Champions,2,1,0
13139.0,16,7,5064.94,723.5628571428571,0.4375,0.0625,4,5,5,14,455,Champions,0,1,5
13140.0,108,3,422.47,140.82333333333335,0.027777777777777776,0.009259259259259259,2,3,2,7,232,At Risk,2,1,0
13141.0,85,5,2386.25,477.25,0.058823529411764705,0.011764705882352941,2,4,5,11,245,At Risk,2,1,0
13142.0,19,1,307.09,307.09,0.05263157894736842,0.05263157894736842,4,1,2,7,412,Potential Loyalists,2,1,0
13145.0,40,3,323.52000000000004,107.84000000000002,0.075,0.025,3,3,2,8,332,Loyal Customers,2,1,0
13146.0,26,1,222.41,222.41,0.038461538461538464,0.038461538461538464,4,1,1,6,411,Potential Loyalists,2,1,0
13148.0,29,12,3509.03,292.4191666666667,0.41379310344827586,0.034482758620689655,4,5,5,14,455,Champions,2,1,0
13149.0,14,4,1630.46,407.615,0.2857142857142857,0.07142857142857142,4,4,4,12,444,Champions,2,1,0
13151.0,296,1,1108.97,1108.97,0.0033783783783783786,0.0033783783783783786,1,1,4,6,114,Lost,0,-1,2
13153.0,6,1,486.22,486.22,0.16666666666666666,0.16666666666666666,5,1,3,9,513,Potential Loyalists,2,1,0
13155.0,33,4,965.86,241.465,0.12121212121212122,0.030303030303030304,3,4,4,11,344,Loyal Customers,2,1,0
13157.0,49,4,1741.22,435.305,0.08163265306122448,0.02040816326530612,3,4,4,11,344,Loyal Customers,2,1,0
13158.0,95,4,1190.14,297.535,0.042105263157894736,0.010526315789473684,2,4,4,10,244,At Risk,2,1,0
13159.0,9,4,1428.1,357.025,0.4444444444444444,0.1111111111111111,5,4,4,13,544,Champions,2,1,0
13161.0,313,1,112.75,112.75,0.003194888178913738,0.003194888178913738,1,1,1,3,111,Lost,5,1,2
13162.0,122,4,1640.77,410.1925,0.03278688524590164,0.00819672131147541,2,4,4,10,244,At Risk,2,1,0
13165.0,46,2,982.12,491.06,0.043478260869565216,0.021739130434782608,3,2,4,9,324,Big Spenders,2,1,0
13166.0,283,1,399.15,399.15,0.0035335689045936395,0.0035335689045936395,1,1,2,4,112,Lost,5,1,2
13167.0,19,4,791.33,197.8325,0.21052631578947367,0.05263157894736842,4,4,3,11,443,Loyal Customers,2,1,0
13168.0,36,4,1292.01,323.0025,0.1111111111111111,0.027777777777777776,3,4,4,11,344,Loyal Customers,2,1,0
13169.0,64,2,712.88,356.44,0.03125,0.015625,3,2,3,8,323,Big Spenders,2,1,0
13170.0,27,1,100.8,100.8,0.037037037037037035,0.037037037037037035,4,1,1,6,411,Potential Loyalists,2,1,0
13171.0,22,3,335.21,111.73666666666666,0.13636363636363635,0.045454545454545456,4,3,2,9,432,Loyal Customers,2,1,0
13173.0,4,2,348.4,174.2,0.5,0.25,5,2,2,9,522,Potential Loyalists,2,1,0
13174.0,16,3,2465.9500000000003,821.9833333333335,0.1875,0.0625,4,3,5,12,435,Loyal Customers,0,1,5
13176.0,46,1,443.57,443.57,0.021739130434782608,0.021739130434782608,3,1,2,6,312,Others,2,1,0
13177.0,65,1,282.45,282.45,0.015384615384615385,0.015384615384615385,3,1,2,6,312,Others,2,1,0
13178.0,26,11,5725.47,520.4972727272727,0.4230769230769231,0.038461538461538464,4,5,5,14,455,Champions,1,1,0
13182.0,45,1,121.18,121.18,0.022222222222222223,0.022222222222222223,3,1,1,5,311,Others,2,1,0
13183.0,8,9,3957.78,439.75333333333333,1.125,0.125,5,5,5,15,555,Champions,1,1,0
13184.0,15,10,1609.53,160.953,0.6666666666666666,0.06666666666666667,4,5,4,13,454,Champions,2,1,0
13186.0,40,3,1560.27,520.09,0.075,0.025,3,3,4,10,334,Loyal Customers,2,1,0
13187.0,337,1,236.02,236.02,0.002967359050445104,0.002967359050445104,1,1,1,3,111,Lost,5,1,2
13189.0,19,2,222.6,111.3,0.10526315789473684,0.05263157894736842,4,2,1,7,421,Potential Loyalists,2,1,0
13192.0,95,2,911.94,455.97,0.021052631578947368,0.010526315789473684,2,2,4,8,224,Lost,2,1,0
